"Author - Rishav Goyal (Climate Change Research Centre, University of New South Wales, Sydney, Australia)",,,,
"Contact - rishav.goyal@unsw.edu.au, rishav.goyal@outlook.com",,,,
,,,,
Date,PC1 (normalized),PC2 (normalized),ZW3 index (magnitude) - normalized,ZW3 index (phase) - degrees
1/4/1988,-1.610663,1.083925,1.941424,146.060708
1/5/1988,-0.833517,1.077401,1.362183,127.726878
1/6/1988,-0.583866,0.78252,0.976338,126.727915
1/7/1988,-0.184908,0.051761,0.192017,164.361509
1/8/1988,-2.249997,-0.36248,2.279008,-170.848154
1/9/1988,-0.405663,0.333511,0.525159,140.575122
1/10/1988,0.812388,-0.456998,0.932106,-29.35936
1/11/1988,0.122288,1.121364,1.128012,83.776318
1/12/1988,0.163305,0.204424,0.261645,51.380228
1/1/1989,-0.025528,1.045452,1.045764,91.398753
1/2/1989,0.220273,0.123337,0.252452,29.245696
1/3/1989,-0.149666,-0.837673,0.850938,-100.130097
1/4/1989,-1.147108,0.974979,1.50547,139.637289
1/5/1989,1.407804,-0.25714,1.431095,-10.351161
1/6/1989,0.183733,-0.216585,0.284019,-49.691393
1/7/1989,1.804782,0.256314,1.822892,8.083043
1/8/1989,2.149878,0.329143,2.174928,8.704305
1/9/1989,0.310676,0.880446,0.933651,70.564003
1/10/1989,1.015117,0.600382,1.179373,30.601829
1/11/1989,1.045042,-0.478505,1.149382,-24.602138
1/12/1989,-0.332771,-1.307413,1.349098,-104.280079
1/1/1990,-0.814328,0.010139,0.814391,179.286668
1/2/1990,-0.714604,1.78287,1.920751,111.841742
1/3/1990,-0.908603,-0.03443,0.909255,-177.829884
1/4/1990,-2.690082,-0.75065,2.792851,-164.408572
1/5/1990,0.254243,-1.391331,1.414369,-79.64437
1/6/1990,1.46378,-1.649265,2.205159,-48.409823
1/7/1990,1.947878,0.178483,1.956038,5.235358
1/8/1990,-0.360568,-0.215639,0.42013,-149.118295
1/9/1990,-0.256813,0.655003,0.703549,111.409095
1/10/1990,-0.182592,-0.46227,0.497025,-111.553559
1/11/1990,-0.508125,-0.242287,0.562933,-154.506958
1/12/1990,-1.01391,-0.789687,1.285153,-142.086652
1/1/1991,0.342815,-1.574698,1.611581,-77.718239
1/2/1991,0.736044,-1.049037,1.281499,-54.945026
1/3/1991,0.918464,0.186166,0.937141,11.458203
1/4/1991,0.480954,-1.501272,1.576431,-72.236391
1/5/1991,-1.94379,-0.99753,2.184808,-152.833636
1/6/1991,-1.634338,0.356224,1.672709,167.704
1/7/1991,-1.382297,0.33714,1.422817,166.29325
1/8/1991,0.599861,-0.948217,1.122029,-57.681722
1/9/1991,0.773873,-0.11839,0.782877,-8.697922
1/10/1991,-0.960412,-0.549127,1.106314,-150.240741
1/11/1991,0.28548,-0.336446,0.441242,-49.684801
1/12/1991,-1.075689,-0.577811,1.221054,-151.757328
1/1/1992,1.140141,-0.395055,1.206644,-19.111046
1/2/1992,-1.715966,-1.003022,1.98761,-149.69273
1/3/1992,-2.52888,-0.470754,2.572323,-169.455016
1/4/1992,-0.066321,0.025564,0.071078,158.92041
1/5/1992,-1.459028,-1.136729,1.849572,-142.07783
1/6/1992,-0.253829,-0.677954,0.723913,-110.526124
1/7/1992,-0.500451,0.997699,1.116178,116.638565
1/8/1992,0.074864,-0.316574,0.325306,-76.694944
1/9/1992,0.938818,-1.16887,1.499212,-51.229114
1/10/1992,0.3693,-0.378093,0.528524,-45.674053
1/11/1992,1.516806,2.099316,2.589948,54.150986
1/12/1992,0.315525,-1.042034,1.088756,-73.153847
1/1/1993,-0.445602,-0.754665,0.876402,-120.560313
1/2/1993,0.307671,0.863354,0.916538,70.385618
1/3/1993,-0.705022,-0.053439,0.707045,-175.665381
1/4/1993,-0.196295,0.236239,0.307149,129.723856
1/5/1993,0.911938,-1.442084,1.706235,-57.691758
1/6/1993,0.393567,-1.075809,1.145539,-69.905807
1/7/1993,1.299515,1.379847,1.895447,46.717313
1/8/1993,0.527023,0.64368,0.831911,50.690547
1/9/1993,-1.223225,0.982948,1.569225,141.215644
1/10/1993,-0.136132,0.947501,0.95723,98.176
1/11/1993,0.930141,-0.435676,1.02712,-25.098261
1/12/1993,-0.281486,0.580365,0.645026,115.874058
1/1/1994,0.815202,0.049879,0.816726,3.501342
1/2/1994,-0.117857,1.055844,1.062401,96.369163
1/3/1994,-1.184131,0.208995,1.202433,169.990565
1/4/1994,-0.470352,-0.082413,0.477517,-170.061823
1/5/1994,-0.060636,-0.832677,0.834882,-94.164933
1/6/1994,-0.423635,-0.10705,0.436951,-165.818618
1/7/1994,-0.428433,0.508468,0.664902,130.117334
1/8/1994,0.40563,-0.798868,0.895949,-63.080533
1/9/1994,-1.400688,-2.52866,2.890683,-118.983169
1/10/1994,-1.895583,-0.131696,1.900152,-176.025739
1/11/1994,1.001432,-0.404999,1.080227,-22.019389
1/12/1994,-0.859357,-0.118135,0.867439,-172.17269
1/1/1995,-0.144603,0.524612,0.544176,105.410291
1/2/1995,0.06687,0.732244,0.735291,84.782146
1/3/1995,-0.532763,-0.57424,0.783318,-132.854269
1/4/1995,2.885133,-0.981049,3.047367,-18.779876
1/5/1995,0.688329,0.276924,0.741946,21.915602
1/6/1995,-1.294014,-0.919962,1.587703,-144.589589
1/7/1995,-2.111262,-3.799452,4.346638,-119.059846
1/8/1995,-1.6388,0.694043,1.779708,157.047022
1/9/1995,-0.002866,0.277004,0.277019,90.592835
1/10/1995,1.159356,-0.834,1.428168,-35.729926
1/11/1995,-0.846225,0.660053,1.073204,142.045893
1/12/1995,0.573211,-0.045837,0.575041,-4.571996
1/1/1996,-0.462693,0.643936,0.79293,125.698737
1/2/1996,-0.748737,-1.153138,1.374894,-122.995819
1/3/1996,0.419201,-0.472243,0.631461,-48.405154
1/4/1996,0.217203,1.061319,1.083317,78.433901
1/5/1996,0.088442,-0.172626,0.193963,-62.872365
1/6/1996,-0.296476,-0.581065,0.65233,-117.031972
1/7/1996,-0.110649,1.45265,1.456858,94.355853
1/8/1996,0.0462,-0.426046,0.428544,-83.811057
1/9/1996,2.151559,0.739081,2.274961,18.958092
1/10/1996,1.063654,-0.369135,1.125887,-19.139046
1/11/1996,0.243991,-1.583527,1.602214,-81.240714
1/12/1996,-0.07865,0.851501,0.855125,95.277196
1/1/1997,0.485218,-0.649332,0.810598,-53.230841
1/2/1997,-0.343063,-0.380054,0.511989,-132.071627
1/3/1997,0.271367,0.164822,0.3175,31.273492
1/4/1997,0.436883,-2.060671,2.106474,-78.029952
1/5/1997,-0.02586,0.598749,0.599307,92.473118
1/6/1997,-0.912437,0.904199,1.284569,135.259823
1/7/1997,-0.922047,-1.062029,1.406441,-130.964309
1/8/1997,0.556684,-0.787866,0.964692,-54.756078
1/9/1997,-2.695844,2.273249,3.526363,139.861002
1/10/1997,-1.382718,-0.483712,1.464884,-160.718768
1/11/1997,-1.040701,0.720923,1.266013,145.288532
1/12/1997,-0.514174,0.247652,0.570707,154.28223
1/1/1998,-0.782701,-0.400675,0.879296,-152.891493
1/2/1998,0.277784,1.818892,1.839981,81.316802
1/3/1998,0.404837,-0.471664,0.621578,-49.359983
1/4/1998,1.320583,0.254509,1.344884,10.908557
1/5/1998,-0.777761,2.268053,2.397702,108.927884
1/6/1998,0.743212,1.665347,1.823663,65.949712
1/7/1998,1.317527,-1.093375,1.712118,-39.688239
1/8/1998,-1.228398,0.323896,1.270382,165.228791
1/9/1998,0.034143,0.250033,0.252354,82.224153
1/10/1998,1.249994,-0.0022,1.249996,-0.100818
1/11/1998,-0.138151,0.877216,0.888028,98.949917
1/12/1998,0.155808,1.491442,1.499559,84.036038
1/1/1999,0.562902,1.406717,1.51516,68.191037
1/2/1999,-0.341129,0.232357,0.412746,145.739581
1/3/1999,0.481305,0.760777,0.900242,57.680539
1/4/1999,0.44587,-0.623347,0.766395,-54.424448
1/5/1999,1.44119,0.395846,1.494564,15.358462
1/6/1999,0.43075,0.517147,0.673043,50.207922
1/7/1999,0.514576,0.066722,0.518884,7.388022
1/8/1999,-1.122956,1.363355,1.766286,129.477303
1/9/1999,-0.568159,1.448407,1.555856,111.418336
1/10/1999,-0.039025,1.882496,1.882901,91.187607
1/11/1999,1.64966,0.205309,1.662386,7.094276
1/12/1999,-0.211448,-1.289481,1.306703,-99.312413
1/1/2000,-0.75873,-0.917331,1.190448,-129.594368
1/2/2000,-0.095449,-0.478534,0.48796,-101.280207
1/3/2000,0.868801,0.082354,0.872696,5.414914
1/4/2000,0.18535,-0.501849,0.534983,-69.7291
1/5/2000,1.41973,0.887172,1.674129,32.000752
1/6/2000,0.7988,0.561484,0.976394,35.103774
1/7/2000,1.29915,1.635034,2.088331,51.530371
1/8/2000,-2.074914,1.193978,2.393919,150.082376
1/9/2000,-0.697514,0.411169,0.809683,149.481625
1/10/2000,-0.052625,0.895967,0.897512,93.361452
1/11/2000,-1.816227,0.783275,1.977928,156.671147
1/12/2000,-0.265164,-0.415002,0.492482,-122.576458
1/1/2001,-0.324171,-0.321113,0.45629,-135.271549
1/2/2001,-0.240408,-1.215898,1.239437,-101.184308
1/3/2001,-0.219735,-0.135706,0.258263,-148.300892
1/4/2001,-0.966629,1.502802,1.786836,122.749836
1/5/2001,0.445949,-0.787967,0.905408,-60.492378
1/6/2001,-0.322043,0.960239,1.012804,108.54032
1/7/2001,-2.402187,1.470066,2.816309,148.53463
1/8/2001,1.302095,-1.617081,2.076151,-51.158522
1/9/2001,0.355897,1.966505,1.99845,79.741663
1/10/2001,1.356215,-0.393967,1.412278,-16.198046
1/11/2001,0.646576,-1.108272,1.283092,-59.740331
1/12/2001,1.974977,-1.12207,2.27147,-29.602775
1/1/2002,0.406586,0.477178,0.626906,49.566852
1/2/2002,0.603803,-0.132592,0.618189,-12.385246
1/3/2002,-1.792185,-0.920102,2.014575,-152.824187
1/4/2002,-1.07021,0.365331,1.130848,161.151942
1/5/2002,-3.355667,-0.698683,3.427632,-168.238484
1/6/2002,-1.492171,-0.552469,1.591162,-159.68317
1/7/2002,0.881751,1.091003,1.402773,51.054771
1/8/2002,-0.675904,0.806028,1.051916,129.981917
1/9/2002,0.642647,0.447575,0.783146,34.85547
1/10/2002,-0.805549,-0.556536,0.979102,-145.360245
1/11/2002,-0.28556,0.016836,0.286056,176.625822
1/12/2002,0.264814,-0.813136,0.85517,-71.961096
1/1/2003,-0.292543,-0.369734,0.471471,-128.35195
1/2/2003,0.215859,-1.274956,1.2931,-80.39056
1/3/2003,0.210912,1.148921,1.16812,79.59779
1/4/2003,-1.141817,1.893266,2.210928,121.093906
1/5/2003,-1.002232,0.511375,1.125155,152.967708
1/6/2003,1.413962,-1.024889,1.746335,-35.935903
1/7/2003,0.194249,0.081071,0.210488,22.653471
1/8/2003,2.289108,-0.016673,2.289169,-0.417302
1/9/2003,0.908174,-2.019828,2.214607,-65.789921
1/10/2003,0.487537,-0.72726,0.875556,-56.163101
1/11/2003,-0.923442,-0.994708,1.357273,-132.872213
1/12/2003,-0.595355,0.091147,0.602292,171.29582
1/1/2004,1.468937,-0.82775,1.686104,-29.401365
1/2/2004,0.273804,0.750681,0.799056,69.960992
1/3/2004,0.433749,-1.392295,1.458295,-72.696341
1/4/2004,0.126703,0.354221,0.376199,70.318144
1/5/2004,0.393447,1.457253,1.509432,74.890849
1/6/2004,1.250669,0.55074,1.36656,23.76658
1/7/2004,0.776117,-1.74891,1.913386,-66.069703
1/8/2004,0.05781,-0.53018,0.533322,-83.77719
1/9/2004,-0.666941,-1.056103,1.249065,-122.272882
1/10/2004,-0.294598,-0.341583,0.451073,-130.776152
1/11/2004,0.771023,-0.246146,0.80936,-17.705489
1/12/2004,-0.514673,-0.784116,0.937937,-123.279833
1/1/2005,-1.015294,0.595458,1.177027,149.608879
1/2/2005,1.044619,1.107666,1.522548,46.677901
1/3/2005,-0.20808,-0.625228,0.658944,-108.407755
1/4/2005,-0.933991,-0.277046,0.974215,-163.478282
1/5/2005,0.798033,-1.996112,2.149726,-68.208783
1/6/2005,-0.839115,-0.683368,1.082177,-140.840909
1/7/2005,-0.101302,0.603399,0.611844,99.530278
1/8/2005,0.852757,-0.721881,1.117276,-40.248769
1/9/2005,0.451543,1.558489,1.622585,73.842032
1/10/2005,0.33839,1.003025,1.058568,71.357192
1/11/2005,-0.956692,1.361656,1.664141,125.091675
1/12/2005,-0.546101,1.875869,1.953743,106.231288
1/1/2006,0.486582,-0.409845,0.636188,-40.107268
1/2/2006,0.457316,0.394255,0.6038,40.764864
1/3/2006,-0.089117,-1.621556,1.624003,-93.145663
1/4/2006,2.358539,-0.475846,2.406062,-11.406561
1/5/2006,2.149968,-0.823135,2.302154,-20.949789
1/6/2006,-0.062468,-0.019386,0.065407,-162.759478
1/7/2006,-0.978155,-0.456848,1.079581,-154.965054
1/8/2006,-1.057428,1.960049,2.227093,118.346452
1/9/2006,-0.856229,-0.132796,0.866466,-171.184005
1/10/2006,0.745252,-0.40949,0.850343,-28.787221
1/11/2006,-0.666341,-0.625463,0.913901,-136.812504
1/12/2006,0.560812,-2.116495,2.189535,-75.159275
1/1/2007,-0.432633,1.275999,1.347347,108.729445
1/2/2007,-1.981717,-0.033806,1.982006,-179.022682
1/3/2007,-1.103733,1.708531,2.034037,122.862984
1/4/2007,-2.127205,-0.745064,2.253912,-160.696932
1/5/2007,-0.099027,0.688267,0.695354,98.187424
1/6/2007,-2.278031,-1.637576,2.805544,-144.2893
1/7/2007,-1.63447,0.960407,1.895751,149.561686
1/8/2007,-0.571977,-0.002353,0.571982,-179.764331
1/9/2007,-0.135294,0.973664,0.983019,97.910773
1/10/2007,0.05747,-0.87149,0.873382,-86.22711
1/11/2007,-1.786286,-0.143597,1.792048,-175.403951
1/12/2007,0.554759,1.1107,1.241536,63.459348
1/1/2008,0.351822,0.619026,0.71202,60.388348
1/2/2008,0.714755,-0.637335,0.957637,-41.722851
1/3/2008,0.640521,1.118508,1.288925,60.202101
1/4/2008,-1.162337,-0.228543,1.184593,-168.876175
1/5/2008,-0.041514,-0.746215,0.747369,-93.184271
1/6/2008,-0.160257,1.270539,1.280606,97.188906
1/7/2008,0.846171,0.008645,0.846215,0.585328
1/8/2008,-0.919575,-1.75263,1.979225,-117.685217
1/9/2008,3.252777,0.508709,3.292316,8.888608
1/10/2008,-0.083733,-0.217875,0.233411,-111.022517
1/11/2008,0.78515,-0.603123,0.99006,-37.530098
1/12/2008,0.907555,0.424146,1.001776,25.04904
1/1/2009,0.692154,-0.716197,0.995999,-45.978024
1/2/2009,-0.925115,0.303816,0.973726,161.819368
1/3/2009,0.683825,-0.047621,0.685481,-3.983577
1/4/2009,0.74923,0.983065,1.236027,52.687646
1/5/2009,-0.197834,-1.134864,1.151979,-99.888657
1/6/2009,-0.560382,0.709755,0.904312,128.292616
1/7/2009,-1.694308,0.797575,1.872647,154.791867
1/8/2009,1.968768,0.161506,1.975382,4.689691
1/9/2009,0.636045,0.214355,0.671195,18.624476
1/10/2009,-1.197124,-2.600172,2.862516,-114.721427
1/11/2009,-3.086433,-2.385902,3.901102,-142.294934
1/12/2009,-0.301635,-0.96463,1.01069,-107.364219
1/1/2010,1.207993,-0.174834,1.22058,-8.235283
1/2/2010,-1.147701,0.870278,1.440348,142.827691
1/3/2010,-1.079933,-0.544322,1.209356,-153.25036
1/4/2010,-0.243571,-0.45888,0.519517,-117.95914
1/5/2010,1.421837,0.188316,1.434253,7.54465
1/6/2010,0.99312,-0.742617,1.240068,-36.787724
1/7/2010,0.172354,0.010825,0.172694,3.593905
1/8/2010,1.48511,0.018633,1.485227,0.718842
1/9/2010,0.0937,-1.394105,1.397251,-86.15483
1/10/2010,2.076449,-0.335931,2.103447,-9.189764
1/11/2010,1.588298,-0.37059,1.630959,-13.13358
1/12/2010,-0.729326,-0.760696,1.053838,-133.79391
1/1/2011,0.596501,0.615097,0.85683,45.879326
1/2/2011,1.408242,-0.600268,1.530839,-23.086304
1/3/2011,0.473121,-1.131483,1.226416,-67.308108
1/4/2011,-0.736564,-0.606685,0.95425,-140.522768
1/5/2011,1.059917,-0.849284,1.3582,-38.704314
1/6/2011,0.363335,-0.081404,0.372342,-12.628394
1/7/2011,-1.259936,-1.090099,1.66606,-139.133584
1/8/2011,-1.044314,2.226662,2.459393,115.126771
1/9/2011,-0.230702,-0.96841,0.995511,-103.399685
1/10/2011,0.636285,0.492323,0.804513,37.730775
1/11/2011,0.632616,-0.938612,1.131899,-56.020381
1/12/2011,1.29836,1.516614,1.996461,49.433452
1/1/2012,-0.501775,-0.655139,0.825219,-127.448711
1/2/2012,-0.241907,-0.919998,0.95127,-104.73203
1/3/2012,0.064434,0.762181,0.7649,85.167774
1/4/2012,0.795756,0.807398,1.133631,45.416059
1/5/2012,0.484974,-1.056289,1.162302,-65.338739
1/6/2012,-1.05667,-2.280305,2.513234,-114.862523
1/7/2012,0.399086,-0.479454,0.623815,-50.226777
1/8/2012,2.110364,0.636298,2.204203,16.778651
1/9/2012,0.295912,0.972826,1.016836,73.081392
1/10/2012,-1.609004,-1.508996,2.205892,-136.837094
1/11/2012,-0.831913,0.524862,0.983646,147.751765
1/12/2012,-1.062026,0.896215,1.389641,139.839864
1/1/2013,0.757133,0.269275,0.803592,19.577988
1/2/2013,-0.4529,0.951185,1.053504,115.461116
1/3/2013,0.903458,1.345887,1.621002,56.127591
1/4/2013,1.152734,-1.243889,1.695894,-47.178177
1/5/2013,-0.9687,-0.019512,0.968897,-178.846091
1/6/2013,0.556186,-1.048252,1.186666,-62.050292
1/7/2013,0.010728,0.49351,0.493626,88.75468
1/8/2013,1.222104,-0.017169,1.222224,-0.804861
1/9/2013,-0.505447,-0.04104,0.50711,-175.358062
1/10/2013,0.258404,-1.223531,1.25052,-78.074663
1/11/2013,-0.437628,-0.432756,0.615464,-135.320738
1/12/2013,-0.216186,0.976689,1.000329,102.480933
1/1/2014,-1.445654,-0.620559,1.573216,-156.768153
1/2/2014,-0.295967,0.131295,0.323781,156.07732
1/3/2014,-0.404025,-0.682634,0.793237,-120.619659
1/4/2014,1.951748,0.544358,2.02624,15.584219
1/5/2014,0.321962,-0.515123,0.607463,-57.993768
1/6/2014,1.660926,-0.664777,1.789023,-21.81351
1/7/2014,0.573769,-0.657059,0.872318,-48.871298
1/8/2014,-1.598045,0.986594,1.878061,148.309822
1/9/2014,-0.884542,0.502729,1.017424,150.388316
1/10/2014,-0.977796,-0.647862,1.172949,-146.472571
1/11/2014,-0.703039,-0.911953,1.151487,-127.629221
1/12/2014,-0.039659,1.121492,1.122193,92.025283
1/1/2015,0.097077,1.014848,1.019481,84.535886
1/2/2015,-0.826743,0.704919,1.086468,139.547576
1/3/2015,1.520644,-0.513031,1.604855,-18.643243
1/4/2015,-0.321716,-0.147494,0.353915,-155.370445
1/5/2015,0.863605,-0.766218,1.154514,-41.580469
1/6/2015,-1.176777,-1.501587,1.907765,-128.085393
1/7/2015,0.668228,-1.721972,1.847083,-68.790775
1/8/2015,0.320855,-1.358217,1.395601,-76.708545
1/9/2015,-2.286086,0.272726,2.302296,173.196875
1/10/2015,-1.426121,0.188173,1.438482,172.483378
1/11/2015,-0.350799,-0.464202,0.581845,-127.078437
1/12/2015,-0.878371,-0.77445,1.171029,-138.597723
1/1/2016,-1.027004,0.786261,1.293423,142.562798
1/2/2016,-0.506524,0.247987,0.563972,153.914223
1/3/2016,0.548726,0.375075,0.664666,34.354126
1/4/2016,-0.810771,-0.481677,0.943061,-149.285548
1/5/2016,0.537475,3.484092,3.525306,81.230369
1/6/2016,1.882942,1.84928,2.639187,44.483244
1/7/2016,0.434857,-0.110009,0.448556,-14.196735
1/8/2016,-0.498265,1.774606,1.84323,105.683425
1/9/2016,1.867646,1.104839,2.169971,30.607178
1/10/2016,1.360388,0.761686,1.559109,29.244634
1/11/2016,0.105734,0.102813,0.14748,44.197737
1/12/2016,-0.811529,-0.668939,1.051693,-140.501401
1/1/2017,-0.751596,-2.005821,2.142012,-110.541337
1/2/2017,1.108737,0.009093,1.108775,0.469872
1/3/2017,-0.146882,1.817208,1.823134,94.621078
1/4/2017,0.224035,2.292706,2.303626,84.418971
1/5/2017,-0.383989,0.16014,0.416044,157.361746
1/6/2017,0.535874,-1.231405,1.342952,-66.482619
1/7/2017,1.446007,-1.891275,2.380726,-52.599653
1/8/2017,1.045543,-1.301559,1.669496,-51.225084
1/9/2017,1.156956,-1.852881,2.184425,-58.018953
1/10/2017,-0.334044,-0.480529,0.585229,-124.805479
1/11/2017,-0.812392,2.388012,2.522416,108.788104
1/12/2017,0.546918,0.150817,0.567331,15.416629
1/1/2018,1.096012,1.113074,1.562106,45.442523
1/2/2018,0.87657,0.206137,0.900481,13.233402
1/3/2018,0.969381,-1.489087,1.776817,-56.936255
1/4/2018,-0.039281,-2.38782,2.388143,-90.94246
1/5/2018,-1.041865,-0.278973,1.078568,-165.009939
1/6/2018,0.108037,1.11371,1.118938,84.459279
1/7/2018,0.354622,1.128292,1.182708,72.552057
1/8/2018,2.287683,-0.981394,2.489303,-23.218861
1/9/2018,0.988575,-1.043895,1.437706,-46.559105
1/10/2018,-1.284941,1.686052,2.11987,127.311045
1/11/2018,1.116428,0.959446,1.472056,40.675406
1/12/2018,-0.047205,0.487698,0.489977,95.528488
